DOS,lesion_length,lumen_axial_skewness,lipid_length_ratio,alpha,PI,d_fc_ca,fraction,ca_axial_skewness,ca_shoulder_skewness,ca_strength_ratio,fc_av_th,SBP,PP,tau,DBP,E_vessel,E_fc,E_lipid,E_cal
0.5389,2.6711,0.2367,0.5645,148.6,1.069,0.0129,0.318,0.2742,0.2958,1.1795,0.01,162.32,50.22,0.28641,112.1,6770801,9176692,795316,87573068760
0.2667,1.4083,-0.0712,0.56,123.5,0.958,0.0137,0.6669,0.7116,0.7286,1.2255,0.01,126.36,64.27,0.01363,62.09,6898108,5785100,569325,191818503544
0.3983,1.2855,-0.4126,0.6312,263.2,0.934,0.011,0.592,0.097,0.2495,0.3829,0.01,153.01,54.62,0.412,98.39,6305517,11709363,19332,248861713686
0.2634,1.5434,0.4809,0.5477,218.7,0.962,0.016,0.4023,0.6203,0.1346,2.6029,0.01,130.7,48.62,0.11165,82.08,10476209,18380091,240342,127122167359
0.2592,1.194,-0.1688,0.653,199.4,1.114,0.0116,0.6781,0.0393,0.4257,2.0239,0.01,122.64,43.98,0.39999,78.66,13747293,6817050,260601,178130715537
0.3888,2.8698,0.0144,0.6938,262.2,0.959,0.0142,0.3929,0.3149,0.2622,0.6379,0.01,136.78,58.19,0.2509,78.59,12856101,13713667,513066,96464734975
0.4097,1.8488,-0.259,0.6027,258.8,0.94,0.0062,0.6649,0.1827,0.332,1.9369,0.01,131.72,56.41,0.19728,75.31,4851507,17227766,168465,114776524607
0.7184,2.0871,0.2148,0.5828,179.4,1.141,0.0125,0.7161,0.6255,0.6503,3.2894,0.01,114.65,70.76,0.08956,43.89,2785702,22952216,24997,126694179617
0.6048,2.9654,0.1111,0.7598,254.7,0.997,0.0084,0.2614,0.1582,0.7824,0.5515,0.01,155.22,61.09,0.14039,94.13,1327344,19621812,127848,50436512270
0.5944,2.0566,-0.1169,0.6439,212.5,1.144,0.0182,0.6201,0.4239,0.0852,0.5167,0.01,134.06,48.87,0.11842,85.19,9037775,21408619,566443,213572622712
0.4368,2.5861,0.1725,0.77,265.2,0.938,0.0061,0.188,0.4972,0.3497,4.0682,0.01,121.33,59.7,0.26779,61.63,11314544,4805996,735504,15754084063
0.3274,2.1928,0.4043,0.5959,164.7,0.994,0.0083,0.6676,0.522,0.0401,2.5785,0.01,131.46,44.89,0.18349,86.57,2400685,10503230,219092,204451784632
0.6275,1.8435,0.4065,0.5758,219.4,1.088,0.0093,0.6353,0.1945,0.1722,0.6986,0.01,136.74,46.06,0.47451,90.68,11748254,9221410,962522,57419886174
0.4258,1.3765,-0.3976,0.7599,231.3,1.07,0.0199,0.1236,0.6956,0.5764,0.1632,0.01,136.53,40.97,0.38473,95.56,4781828,11225377,411692,47854036076
0.3994,1.4949,0.4,0.5139,208.4,0.988,0.0109,0.3761,0.7015,0.4987,0.5882,0.01,154.28,36.04,0.34236,118.24,1827976,17296195,351466,171386697934
0.7466,2.3263,0.25,0.7871,145.2,1.12,0.018,0.417,0.7268,0.4582,0.5951,0.01,100.61,58.23,0.08977,42.38,4751140,8222725,189720,112864452720
0.7215,1.2293,-0.2259,0.5755,193.1,1.172,0.0069,0.2937,0.7383,0.2646,0.1906,0.01,150.63,70.7,0.32237,79.93,7197598,9409715,958491,113879885900
0.3544,1.142,0.1076,0.5616,268.1,0.968,0.0101,0.7268,0.2924,0.7047,0.2161,0.01,139.54,75.3,0.37682,64.24,8228154,5817789,268302,31239568237
0.6111,1.8677,-0.1386,0.6809,136.4,0.905,0.0133,0.2987,0.746,0.259,3.1096,0.01,124.17,49.56,0.30112,74.61,12660241,14434989,109483,53574112252
0.4857,2.3309,-0.351,0.7472,204.3,0.934,0.0176,0.2251,0.1113,0.2473,1.2843,0.01,151.32,68.7,0.0795,82.62,9740393,9840018,501100,137014413694
0.7457,1.8196,0.1106,0.7107,191.3,0.997,0.0066,0.1366,0.3338,0.4809,0.604,0.01,106.61,60.08,0.22334,46.53,1940151,8411461,299285,23161613242
0.6531,1.3679,0.0262,0.7535,200.0,1.066,0.0073,0.797,0.1179,0.5447,0.9162,0.01,102.63,55.9,0.15158,46.73,8023842,21345513,14200,152809274579
0.6088,2.1654,-0.1341,0.6856,121.4,1.061,0.011,0.7249,0.1067,0.0466,2.9867,0.01,129.57,39.55,0.05441,90.02,9214895,19279114,804046,113622036100
0.3157,2.0888,-0.2522,0.6973,199.9,0.932,0.0053,0.4988,0.6093,0.1032,4.3692,0.01,125.08,37.9,0.43942,87.18,10041177,17871371,652549,110000924581
0.4255,2.5019,-0.0172,0.6086,212.3,0.936,0.0168,0.7529,0.2291,0.0161,1.0943,0.01,144.96,53.63,0.01197,91.33,13592463,17115735,966121,34137080737
0.3582,2.6575,0.1734,0.6399,161.5,0.935,0.0116,0.458,0.4272,0.3898,1.0663,0.01,152.77,77.1,0.46137,75.67,5601697,10305083,610373,94564299114
0.6106,2.6338,0.1579,0.7232,171.6,1.031,0.0068,0.4222,0.103,0.3095,0.996,0.01,154.45,73.45,0.31402,81.0,1264564,17095211,309559,87852541756
0.66,2.7546,-0.3245,0.7289,173.7,0.98,0.0132,0.7144,0.0487,0.441,0.2063,0.01,134.74,38.65,0.10154,96.09,4678797,5972074,255211,103427695734
0.5365,2.4996,0.1095,0.5918,156.0,0.907,0.0077,0.4809,0.5166,0.4895,4.9604,0.01,143.92,52.7,0.49687,91.22,9878738,19786008,887471,244258010744
0.2608,2.7592,-0.2265,0.7101,126.8,0.992,0.0063,0.4408,0.7403,0.0236,2.793,0.01,133.59,47.61,0.0454,85.98,2651836,8924835,688578,14742573808
0.4524,2.7754,-0.1814,0.7036,263.6,1.021,0.0131,0.7041,0.1289,0.1005,0.402,0.01,147.06,72.2,0.24452,74.86,3332667,17545830,344193,141041167153
0.4584,1.8903,-0.1256,0.6473,228.2,1.024,0.0188,0.5319,0.1268,0.3481,5.852,0.01,130.5,68.47,0.17754,62.03,4309438,4925683,358791,86256650494
0.3844,1.0506,-0.2628,0.7413,165.0,1.184,0.0106,0.5538,0.6812,0.4079,0.6133,0.01,104.34,64.12,0.20139,40.22,1588009,19055073,314387,243431446544
0.3126,1.3181,-0.3077,0.6465,132.9,0.942,0.0119,0.2102,0.0581,0.3927,0.4466,0.01,110.59,67.69,0.21619,42.9,11195602,18638645,188922,35351334385
0.6806,1.1322,0.2909,0.6437,232.0,1.08,0.0156,0.6434,0.7062,0.1026,1.4073,0.01,114.54,73.98,0.14658,40.56,10958837,6534137,305539,241830116017
0.4947,2.8248,-0.4982,0.5751,197.5,0.95,0.0162,0.7891,0.1921,0.672,0.4487,0.01,112.75,43.95,0.40932,68.8,1813621,4637067,977933,120131115648
0.6002,2.4548,0.2438,0.6999,175.6,1.099,0.0138,0.2396,0.0685,0.1968,1.1832,0.01,167.79,66.47,0.19911,101.32,6841087,22049241,213153,105346235972
0.3079,2.7684,-0.0548,0.6268,251.2,0.97,0.0064,0.7593,0.4394,0.7984,5.6131,0.01,111.92,42.49,0.47822,69.43,12353127,5051788,78654,95304224673
0.5924,1.7319,0.325,0.676,142.6,1.076,0.0074,0.6505,0.4569,0.7034,0.3433,0.01,141.13,71.61,0.10705,69.52,4133532,8398341,727025,19950575813
0.2717,2.1709,-0.2309,0.6894,262.7,1.001,0.0177,0.5781,0.3373,0.4609,1.3038,0.01,103.47,56.77,0.27734,46.7,13229929,18111617,892660,57233519403
0.6283,2.1521,0.331,0.6112,258.4,1.089,0.0064,0.7456,0.3797,0.3272,4.5236,0.01,101.63,55.74,0.35639,45.89,4440232,6557572,985542,122371566720
0.673,1.2533,0.4584,0.704,170.9,0.938,0.0115,0.7778,0.6752,0.007,0.8621,0.01,164.96,61.54,0.16539,103.42,13209544,17614687,197401,223007209477
0.4636,2.7119,-0.2436,0.604,133.3,1.193,0.0056,0.3419,0.1325,0.3021,0.4977,0.01,148.29,67.17,0.06678,81.12,13434890,10953464,695401,154660478451
0.4274,2.9991,0.2387,0.6554,235.0,1.074,0.0178,0.1183,0.3319,0.7925,1.367,0.01,157.15,47.06,0.45114,110.09,1884660,14025842,171802,23704454819
0.666,2.7453,-0.2965,0.784,209.5,1.153,0.0117,0.3502,0.7601,0.6638,0.2905,0.01,128.36,76.31,0.0333,52.05,5541939,20179126,209613,152507503488
0.5539,2.6187,-0.2246,0.5473,269.4,1.125,0.0188,0.1623,0.2434,0.0017,6.2332,0.01,105.93,45.39,0.39509,60.54,9123550,21534722,300071,166550808493
0.2562,1.8955,-0.175,0.58,175.4,1.163,0.0057,0.7312,0.3949,0.2567,1.1674,0.01,138.23,79.19,0.30578,59.04,11711975,5121894,156500,86116283571
0.3057,2.5394,0.4115,0.7938,150.8,0.915,0.0137,0.6304,0.0736,0.7246,1.2302,0.01,115.48,53.85,0.42944,61.63,10701673,14641623,281544,237980338942
0.4322,1.9184,-0.3266,0.6638,129.8,0.926,0.0076,0.452,0.753,0.0996,0.8695,0.01,163.74,79.84,0.11451,83.9,3990332,22505253,344633,84067597853
0.4535,1.7379,-0.2676,0.5165,227.3,1.134,0.0107,0.4994,0.7255,0.3424,0.2546,0.01,117.32,43.53,0.21202,73.79,9671924,4546159,826609,68803814387
0.6568,2.8747,0.3876,0.7917,136.8,1.15,0.0123,0.4106,0.5451,0.5979,4.7088,0.01,126.78,42.17,0.23434,84.61,13603294,10393060,94225,21186320340
0.6621,2.8629,0.2189,0.5405,169.3,1.105,0.011,0.3743,0.3651,0.256,1.2033,0.01,168.92,75.93,0.47043,92.99,10407956,14822399,315778,91031267688
0.665,2.2782,0.2814,0.7312,215.5,0.914,0.014,0.3265,0.0222,0.0762,1.5411,0.01,108.47,61.92,0.05326,46.55,11541136,7898604,430052,141979126161
0.565,2.1165,-0.1442,0.5865,186.1,1.133,0.0143,0.4535,0.1205,0.6291,1.7387,0.01,119.01,37.41,0.37183,81.6,10199133,18617299,999195,234233860329
0.3831,1.4406,0.1911,0.7704,196.4,1.102,0.016,0.3348,0.2188,0.4871,2.2343,0.01,119.88,35.44,0.35334,84.44,7973889,9133422,230264,34343689188
0.5789,1.6817,-0.4219,0.6793,267.7,0.929,0.0144,0.6993,0.3472,0.6105,3.99,0.01,150.04,78.05,0.07039,71.99,8281749,9559659,938228,157828906543
0.4879,2.5977,-0.292,0.5436,230.1,0.911,0.008,0.6759,0.525,0.3618,2.2476,0.01,132.71,77.49,0.32575,55.22,1747257,16054648,827086,217090387939
0.4682,2.5707,0.3644,0.6633,154.8,1.2,0.0176,0.262,0.7742,0.341,2.7489,0.01,163.52,50.82,0.13136,112.7,12346168,4230530,502677,93769724749
0.5327,1.7209,-0.4088,0.5273,193.9,0.901,0.007,0.7131,0.014,0.4754,2.3651,0.01,158.59,36.64,0.48985,121.95,10136304,18220359,176779,242508638573
0.7308,1.7927,0.2005,0.7494,123.9,1.137,0.0058,0.5439,0.5861,0.0776,2.1964,0.01,142.66,64.64,0.09759,78.02,4638195,8029711,663864,105758575420
0.5494,2.5338,-0.1391,0.7984,246.3,1.032,0.0071,0.6129,0.3571,0.1662,1.1215,0.01,159.8,72.76,0.3378,87.04,12589368,10535316,989608,110696957432
0.3657,2.892,0.4979,0.5899,208.0,1.083,0.0109,0.3847,0.694,0.3966,9.5073,0.01,157.59,65.74,0.26458,91.85,11798545,8072667,638157,7949347974
0.5716,2.1282,0.3968,0.551,240.3,0.975,0.0118,0.3868,0.1726,0.2708,0.9258,0.01,139.87,54.77,0.13568,85.1,12829050,12945473,885961,215346182916
0.7446,1.6425,-0.2332,0.6133,235.6,0.968,0.0088,0.1101,0.2503,0.0827,0.6833,0.01,166.85,41.22,0.41367,125.63,5196688,13274247,932472,216443855059
0.3691,1.6683,-0.1616,0.5724,169.1,1.051,0.0147,0.2892,0.4565,0.4562,0.6658,0.01,123.67,52.18,0.36256,71.49,5746615,8915389,681789,41029956589
0.3426,2.8553,0.0581,0.6944,168.5,0.921,0.0188,0.1941,0.4509,0.2437,0.1177,0.01,108.28,49.93,0.19059,58.35,7175723,18730417,752432,96279818350
0.6179,1.7463,-0.354,0.5433,181.6,1.115,0.0143,0.7503,0.3622,0.5318,0.5357,0.01,116.44,48.5,0.24387,67.94,12375142,7877009,853375,60849779945
0.5596,2.3049,0.1088,0.6595,205.1,1.008,0.0115,0.2391,0.322,0.4095,0.1607,0.01,160.7,63.3,0.12558,97.4,7495898,13022535,53862,148602454847
0.2905,1.5158,0.4875,0.7316,153.2,1.111,0.0146,0.6864,0.5736,0.7497,0.5538,0.01,143.45,58.93,0.28347,84.52,12682517,19046283,177807,24943565209
0.332,2.2921,-0.2977,0.6674,257.4,0.965,0.0065,0.1646,0.2649,0.5561,0.2699,0.01,162.64,69.69,0.42596,92.95,7221383,18304276,138746,167587769244
0.4215,2.076,0.4172,0.6625,264.5,0.958,0.0169,0.7191,0.2703,0.665,2.9922,0.01,146.38,48.13,0.29364,98.25,4074215,9050257,675204,202322839006
0.321,2.1456,0.1755,0.5934,253.5,1.055,0.0086,0.2909,0.3094,0.7738,0.1432,0.01,118.28,60.85,0.44352,57.43,11048288,4301351,420361,35758608828
0.3609,1.3542,0.3554,0.5741,151.8,1.003,0.019,0.1692,0.4539,0.2169,2.8922,0.01,122.25,62.92,0.16172,59.33,2909865,21205621,495515,162220083161
0.4242,1.1562,0.3705,0.6979,234.2,1.048,0.0106,0.5452,0.5766,0.484,1.1115,0.01,109.82,40.03,0.02399,69.79,5961163,8102635,350342,188407579039
0.7496,1.6596,0.2612,0.6718,130.4,1.084,0.0118,0.5006,0.3518,0.4437,0.3487,0.01,127.31,57.5,0.40301,69.81,13038124,17737071,142680,95835190008
0.3568,2.1873,-0.2351,0.7081,141.2,1.075,0.0096,0.5228,0.2318,0.717,3.9411,0.01,169.53,51.17,0.25314,118.36,13933951,20884852,199845,85971567242
0.4723,1.8105,0.1659,0.6247,192.7,1.003,0.0058,0.2481,0.7346,0.181,5.2962,0.01,155.63,70.19,0.0295,85.44,12451762,22326389,505654,124082174046
